,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Score
15,88,Emily Hayes,EMILY HAYES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Central Florida,13,14,9
0,3,Patricia Massel,PATRICIA MASSEL,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
1,5,Olivia Chow,OLIVIA CHOW,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
2,6,Kimberly Hansen,KIMBERLY HANSEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
3,7,Naomi Redmond,NAOMI REDMOND,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
4,8,Kate Scarth,KATE SCARTH,3,3,3,3,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
5,11,Daisy Petrucci,DAISY PETRUCCI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
6,13,Corinne Dunwoody,CORINNE DUNWOODY,0,0,3,3,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
7,15,Haijia Zuo,HAIJIA ZUO,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
8,18,Alix Shuparski,ALIX SHUPARSKI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
9,20,Katrina MacLean,KATRINA MACLEAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
10,21,Alexandra Omand,ALEXANDRA OMAND,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
11,22,Tasha Cameron,TASHA CAMERON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
12,25,Katie Simons-Lane,KATIE SIMONS-LANE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
13,26,Paige Quinn,PAIGE QUINN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
14,27,Natasha Wong,NATASHA WONG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
15,35,Sarah von der Weid,SARAH VON DER WEID,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
16,81,Lillian Pham,LILLIAN PHAM,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
17,96,Audrey Piper Arroliga,AUDREY PIPER ARROLIGA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=%2bCNGErbQSrh%2b0PLocaSu9h1LG%2fQDCgGg5sA%2ftkduPRI%3d,Victoria,17,9,14
0,2,Veronica Cruz,VERONICA CRUZ,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
1,6,Michela Meister,MICHELA MEISTER,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
2,7,Natasha Field-marsham,NATASHA FIELD-MARSHAM,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
3,8,Francesca Olguin,FRANCESCA OLGUIN,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
4,9,Amanda Somvilay,AMANDA SOMVILAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
5,10,Halsey Hoster,HALSEY HOSTER,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
6,11,Freya Chay,FREYA CHAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
7,12,Rosemarie Sandino,ROSEMARIE SANDINO,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
8,13,Stephanie Lim,STEPHANIE LIM,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
9,14,Monisha White,MONISHA WHITE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
10,15,Anne Rempel,ANNE REMPEL,3,3,3,3,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
11,16,Christina Li,CHRISTINA LI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
12,17,Jennifer Thompson,JENNIFER THOMPSON,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
13,18,Michelle McGhee,MICHELLE MCGHEE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
14,22,Rahcel Gianforte,RAHCEL GIANFORTE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
15,23,Courtney Gegg,COURTNEY GEGG,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
16,24,Pooja Desai,POOJA DESAI,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
17,27,Deanna Abrams,DEANNA ABRAMS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
18,51,Shayla Harris,SHAYLA HARRIS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
19,60,Caitlin Go,CAITLIN GO,3,3,1,1,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Stanford,2,15,1
0,0,MARY Thomas,MARY THOMAS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
1,1,Laura Bashor,LAURA BASHOR,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
2,4,Grace Benz,GRACE BENZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
3,5,Aly Fassett-Carman,ALY FASSETT-CARMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
4,7,Yasmine Fernald,YASMINE FERNALD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
5,8,Allison Aiello,ALLISON AIELLO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
6,9,Rebecca Berry,REBECCA BERRY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
7,10,Erin Rea,ERIN REA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
8,11,Nina Job,NINA JOB,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
9,12,Clara Gottesman,CLARA GOTTESMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
10,13,Natalie Valentin,NATALIE VALENTIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
11,14,Isabel Jamerson,ISABEL JAMERSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
12,16,Sarah Hemphill,SARAH HEMPHILL,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
13,17,Anna Iglitzin,ANNA IGLITZIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
14,18,Jessica Brownschidle,JESSICA BROWNSCHIDLE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
15,33,Hayden Shea,HAYDEN SHEA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=5CjcEQsuM1P5Q0zP8QkaDNu7dZG2wA4XqwsnDma%2bP68%3d,Middlebury,18,1,15
0,1,Sophia Siu,SOPHIA SIU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
1,2,Sarah Heyborne,SARAH HEYBORNE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
2,3,Carolyn Susman,CAROLYN SUSMAN,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
3,4,Madeline Parish,MADELINE PARISH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
4,5,Qingyun Lu,QINGYUN LU,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
5,6,Piper Curtis,PIPER CURTIS,5,5,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
6,7,Lillian Huang,LILLIAN HUANG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
7,8,Angela Zhu,ANGELA ZHU,0,0,4,4,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
8,9,Katy Peake,KATY PEAKE,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
9,11,Patricia Neckowicz,PATRICIA NECKOWICZ,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
10,14,Lily Eisner,LILY EISNER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
11,18,Abigail Leibowitz,ABIGAIL LEIBOWITZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
12,21,Eva Petzinger,EVA PETZINGER,3,3,4,4,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
13,33,Sarah Colon,SARAH COLON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
14,42,Jaquille Jones,JAQUILLE JONES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
15,52,Ellen Plane,ELLEN PLANE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
16,55,Julianna Werffeli,JULIANNA WERFFELI,1,1,4,4,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
17,81,Mae Hardebeck,MAE HARDEBECK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
18,88,Rebecca Leong,REBECCA LEONG,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
19,99,Sophia Schwartz,SOPHIA SCHWARTZ,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Dartmouth,7,15,8
0,1,Jacqueline Matonis,JACQUELINE MATONIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
1,2,Catelen Ramsey,CATELEN RAMSEY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
2,3,Alaine Wetli,ALAINE WETLI,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
3,5,Stephanie Miller,STEPHANIE MILLER,0,0,2,2,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
4,10,Kelly Ross,KELLY ROSS,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
5,11,Sadie Jezierski,SADIE JEZIERSKI,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
6,12,Katie Backus,KATIE BACKUS,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
7,14,Emily Steedman,EMILY STEEDMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
8,16,Corinn Pruitt,CORINN PRUITT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
9,17,Caitlin Duffner,CAITLIN DUFFNER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
10,18,Mickellea Tennis,MICKELLEA TENNIS,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
11,19,Jenna Galletta,JENNA GALLETTA,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
12,20,Erika Hayasaka,ERIKA HAYASAKA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
13,22,Mary Turner,MARY TURNER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
14,35,Alora Reiff,ALORA REIFF,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
15,37,Sarah Bushman,SARAH BUSHMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
16,42,Rachael Beeman,RACHAEL BEEMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
17,44,Malika Smoot,MALIKA SMOOT,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
18,57,Kelly Rusin,KELLY RUSIN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
19,95,Kristen Behrens,KRISTEN BEHRENS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=Sr765YJtZUoIkJKATaTDvfuSdjmpFbFiGV8vTdnFNTM%3d,Ohio State,14,8,15
0,2,Veronica Cruz,VERONICA CRUZ,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
1,6,Michela Meister,MICHELA MEISTER,0,0,5,5,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
2,7,Natasha Field-marsham,NATASHA FIELD-MARSHAM,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
3,8,Francesca Olguin,FRANCESCA OLGUIN,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
4,9,Amanda Somvilay,AMANDA SOMVILAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
5,10,Halsey Hoster,HALSEY HOSTER,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
6,11,Freya Chay,FREYA CHAY,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
7,12,Rosemarie Sandino,ROSEMARIE SANDINO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
8,13,Stephanie Lim,STEPHANIE LIM,0,0,3,3,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
9,14,Monisha White,MONISHA WHITE,0,0,6,6,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
10,15,Anne Rempel,ANNE REMPEL,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
11,16,Christina Li,CHRISTINA LI,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
12,17,Jennifer Thompson,JENNIFER THOMPSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
13,18,Michelle McGhee,MICHELLE MCGHEE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
14,22,Rahcel Gianforte,RAHCEL GIANFORTE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
15,23,Courtney Gegg,COURTNEY GEGG,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
16,24,Pooja Desai,POOJA DESAI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
17,27,Deanna Abrams,DEANNA ABRAMS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
18,51,Shayla Harris,SHAYLA HARRIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
19,60,Caitlin Go,CAITLIN GO,3,3,1,1,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Stanford,2,15,6
0,1,Sophia Siu,SOPHIA SIU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Dartmouth,7,6,15
1,2,Sarah Heyborne,SARAH HEYBORNE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Dartmouth,7,6,15
2,3,Carolyn Susman,CAROLYN SUSMAN,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Dartmouth,7,6,15
3,4,Madeline Parish,MADELINE PARISH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Dartmouth,7,6,15
4,5,Qingyun Lu,QINGYUN LU,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=KxSSb5Kyw9Ld1Jw%2bsK%2fap%2fX09R8k1vseNNk0PZsW7qY%3d,Dartmouth,7,6,15
